Deal ID	Companies	Year Founded	Employees	Raised to Date	Announced Date	All Industries	Primary Industry Sector	Primary Industry Group	New Investors	Implied EV	Keywords	Verticals	Deal Size	Post Valuation	EBITDA	Valuation/EBITDA	Revenue	Valuation/Revenue	Net Income	Deal Date	Deal Type	Investors	Primary Industry Code	HQ Location	View Company Online
186098-59T	Aclarion (NAS: ACON)	2008		44.2	06-Jan-2022	"Diagnostic Equipment, Other Healthcare Technology Systems*"	Healthcare	Healthcare Technology Systems			"diagnostic equipment, diagnostic platform, diagnostic software, healthcare technology system, pain diagnostics, spine diagnostics"	"HealthTech, SaaS, TMT"	9.42	34.03	-4.61	-7.38	0.06	591.89	-5.37	25-Apr-2022	IPO		Other Healthcare Technology Systems	"Broomfield, CO"	
259453-00T	Acregreen	2022				"Machinery (B2B)*, Other Agriculture, Other Hardware"	Business Products and Services (B2B)	Commercial Products		0.32	"animal feedstock, animal feedstuff, feed grain, livestock solution, vertical farming, vertical farming system"	AgTech	0.32	0.32						01-Apr-2023	Merger/Acquisition	Sustainable Water Infrastructure Group	Machinery (B2B)	"Tipperary, Ireland"	
206338-87T	Acrivon Therapeutics (NAS: ACRV)	2018		216.38	17-Oct-2022	Drug Discovery*	Healthcare	Pharmaceuticals and Biotechnology			"biomarker discovery, chemistry, drug development, oncology, oncology drug, precision medicine, precision oncology platform, proteomics biomarkers, small molecule"	"Artificial Intelligence & Machine Learning, Life Sciences, Oncology"	94.38	260.75	-26.33	-9.9	0		-26.58	15-Nov-2022	IPO		Drug Discovery	"Watertown, MA"	
181912-60T	Acticor Biotech	2013		53.73	14-Oct-2021	"Biotechnology, Drug Discovery*"	Healthcare	Pharmaceuticals and Biotechnology			"antithrombotic drugs, biotech research company, drug research, mechanical thrombectomy, monoclonal antibody, respiratory disease, stroke and heart attack"	Life Sciences	17.98	87.07	-13.94	-6.24	0		-14.91	01-Nov-2021	IPO		Drug Discovery	"Paris, France"	
261112-42T	Action Face	2018		9		Multimedia and Design Software*	Information Technology	Software		10	"3d avatar, 3d avatar creation, avatar character, avatar design, avatar generator, customized figurines, metaverse developer, metaverse technology"	"Augmented Reality, E-Commerce, Gaming, Virtual Reality"	10	10						04-Jun-2024	Merger/Acquisition	Napster(John Acunto)	Multimedia and Design Software	"Berkeley, CA"	
170281-90T	Action Network (Information Services (B2C))	2017		17.5	03-May-2021	"Entertainment Software, Information Services (B2C)*, Publishing"	Consumer Products and Services (B2C)	Media		240	"betting platform, betting platform operator, gambling, gaming content, sports analysis, sports analysis platform, sports betting, sports news"	Esports	240	240			20	12		28-May-2021	Merger/Acquisition	Better Collective (STO: BETCO)(Jesper Sogaard)	Information Services (B2C)	"New York, NY"	
269467-75T	ActiveQuote	2008		1.64		Insurance Brokers*	Financial Services	Insurance			"health insurance policy, independent broker, insurance brokerage service, insurance comparison, insurance consultant, insurance platform, private medical insurance"	"FinTech, InsurTech, TMT"	26.39	26.39	-0.14	-189.17	21.03	1.26	0.7	08-Aug-2024	Merger/Acquisition	Howden Broking Group(Glenn Thomas)	Insurance Brokers	"Cardiff, United Kingdom"	
260238-88T	Actuate Therapeutics (NAS: ACTU)	2015		90.42	24-May-2024	"Biotechnology, Drug Discovery*"	Healthcare	Pharmaceuticals and Biotechnology			"cancer care, cancer treatment, chemistry, inflammatory disease, medical goods, novel therapeutic, novel therapeutics, pancreatic cancer, small molecule"	"Life Sciences, Oncology"	22.4	152.9	-29.01	-5.27	0		-28.82	12-Aug-2024	IPO		Drug Discovery	"Fort Worth, TX"	
213288-67T	AcuFocus	2001		26		Therapeutic Devices*	Healthcare	Healthcare Devices and Supplies		35	"ophthalmic, ophthalmic cure, ophthalmic goods, ophthalmic optics, ophthalmic services, presbyopia treatment, vision correction"	HealthTech	35	35						17-Jan-2023	Merger/Acquisition	Bausch + Lomb (TSE: BLCO)(Calvin Roberts)	Therapeutic Devices	"Irvine, CA"	
172945-27T	Acurx Pharmaceuticals (NAS: ACXP)	2017	3	27.9	27-May-2021	"Drug Discovery*, Pharmaceuticals"	Healthcare	Pharmaceuticals and Biotechnology			"antibiotic developer, antibiotic development, antibiotic medicine, bacterial infection treatment, drug development company, small molecule"	Life Sciences	15	57.25	-4.8	-11.94	0		-4.8	25-Jun-2021	IPO		Drug Discovery	"Staten Island, NY"	
219254-95T	Acutrace	2015		0.27		"Business/Productivity Software*, Other Energy Services"	Information Technology	Software		2.14	"business intelligence firm, energy intelligence, energy management, energy tools, energy usage tracking, energy waste reduction"		2.14	2.14						28-Mar-2023	Merger/Acquisition	Pinergy(Enda Gunnell)	Business/Productivity Software	"Dublin, Ireland"	
167600-08T	ACV Auctions (NYS: ACVA)	2014		764.75	26-Feb-2021	"Media and Information Services (B2B)*, Road"	Business Products and Services (B2B)	Commercial Services			"auction car, auction platform, auto commerce, automotive marketplace, car auction, mobile auction technology, vehicle bidding"	"Mobile, Mobility Tech, TMT"	475.81	3853.78	-33.4	-115.37	208.36	18.5	-41.02	24-Mar-2021	IPO		Media and Information Services (B2B)	"Buffalo, NY"	
252076-51T	Adagio Medical (NAS: ADGM)	2011		123.64	14-Feb-2024	Surgical Devices*	Healthcare	Healthcare Devices and Supplies	ARYA Sciences Acquisition IV		"ablation system, cardiac arrhythmia, cardiac technology, cardiovascular, cryoablation catheter, devices and implants, medical research, transmural lesions"	"HealthTech, TMT"	134	128			0.4	320.8	-33.98	31-Jul-2024	Reverse Merger	ARYA Sciences Acquisition IV(Adam Stone)	Surgical Devices	"Laguna Hills, CA"	
195232-69T	Adamas One (OTCM: JEWL)	2018		1.56	31-May-2022	Precious Metals and Minerals Mining*	Materials and Resources	"Metals, Minerals and Mining"			"artificial diamond, diamond creation, diamond maker, diamond producer, diamond product, eco-friendly diamond, lab-grown diamond"	Manufacturing	34.04	90.33	-8.55	-10.57	1.79	50.5	-11.07	02-Dec-2022	IPO		Precious Metals and Minerals Mining	"Scottsdale, AZ"	
176580-91T	Adaptive Mobile Security	2003	135	23.27		"Network Management Software*, Telecommunications Service Providers"	Information Technology	Software		44.19	"mobile network security, mobile security, network management software, network management software developer, network management software service, network security platform"	"Cybersecurity, Mobile, TMT"	46.65	46.65	-3.73	-12.5	18.8	2.48	-4.13	17-Jul-2021	Merger/Acquisition	Enea (STO: ENEA)(Jan Häglund)	Network Management Software	"Dublin, Ireland"	
253792-09T	Adaptive Phage Therapeutics	2016		78.3	06-Mar-2024	"Biotechnology, Drug Discovery*"	Healthcare	Pharmaceuticals and Biotechnology		15.85	"bacteriotherapy, emerging therapy, multi-drug resistant bacteria, pathogenic monitoring, pathogenic treatment, pathogens analysis, pathogens research, phage therapy"	"Life Sciences, LOHAS & Wellness"	15.85	15.85						15-Mar-2024	Merger/Acquisition	BiomX (ASE: PHGE)	Drug Discovery	"Gaithersburg, MD"	
172241-38T	Adaptive3D	2014		17.1		"Other Commercial Products*, Other Materials"	Business Products and Services (B2B)	Commercial Products		61.8	"additives manufacturing, additives polymer resins, manufacturing, polymer industry, polymer resins provider, polymer supplier, rubber supplier"	"3D Printing, Advanced Manufacturing"	61.8	61.8						07-May-2021	Merger/Acquisition	Desktop Metal(Ric Fulop)	Other Commercial Products	"Richardson, TX"	
228192-67T	Adaptix	2009	75	13.1	15-Jul-2023	"Diagnostic Equipment*, Other Healthcare Technology Systems"	Healthcare	Healthcare Devices and Supplies		9.68	"imaging equipment, imaging technology, imaging tool, medical imaging device, medical imaging technology, medical scanning, medical technology"	"HealthTech, Internet of Things"	10.69	10.69	-5.73	-1.87	0.61	17.43	-6.36	18-Sep-2023	Merger/Acquisition	Avingtrans (LON: AVG)(Stephen McQuillan)	Diagnostic Equipment	"Oxford, United Kingdom"	
211910-59T	Adara	2005		68.22	03-Jan-2023	"Business/Productivity Software, Database Software*"	Information Technology	Software		16	"advertising intelligence platform, audience targeting, audience targeting platform, crosses platform marketing, customer intelligence platform, data driven marketing, marketing intelligence platform, online audience targeting, travel data"	"Big Data, SaaS"	16	16			27.4	0.58		03-Feb-2023	Merger/Acquisition	RateGain Travel Technologies (BOM: 543417)(Bhanu Chopra)	Database Software	"Irving, TX"	
167544-46T	AdColony	2008			26-Feb-2021	"Business/Productivity Software, Media and Information Services (B2B)*"	Business Products and Services (B2B)	Commercial Services	Digital Turbine	411.96	"advertising platform operator, customer relationship management, gaming monetization, mobile advertising media, mobile advertising network, mobile advertising tool, video advertisement"	"AdTech, Gaming, Mobile, SaaS, TMT"	411.96	411.96						29-Apr-2021	Merger/Acquisition	Digital Turbine (NAS: APPS)(William Stone)	Media and Information Services (B2B)	"Los Angeles, CA"	
284948-83T	AdCreative.ai	2018		0.59		"Business/Productivity Software, Multimedia and Design Software*"	Information Technology	Software		38.7	"ad creative, ads posting, advertising agency, advertising optimization, ai agent, business promotion, creative design, graphic design company, graphic design tool, large language model agent, llm agent"	"AdTech, Artificial Intelligence & Machine Learning, SaaS"	38.7	38.7			16.45	2.35		12-Feb-2025	Merger/Acquisition	Appier (TKS: 4180)(Chih-Han Yu)	Multimedia and Design Software	"Paris, France"	
233732-44T	Additive Flow	2017				Business/Productivity Software*	Information Technology	Software		2.26	"additives manufacturing, manufacturing optimization, production engineering, production workflow software, quality data, workflow productivity"	"3D Printing, SaaS"	2.26	2.26						14-Aug-2023	Merger/Acquisition	Nano Dimension (NAS: NNDM)(Nick Geddes)	Business/Productivity Software	"London, United Kingdom"	
219717-73T	Additive Instruments	2019		0.11		"Discovery Tools (Healthcare), Surgical Devices*"	Healthcare	Healthcare Devices and Supplies		12.02	"healthcare industry, instrument manufacturer, medical equipements, orthopedic tools, smart surgical device, surgical tools, technical assessment tools"	Manufacturing	12.02	12.02			0	70698.89	0	09-Mar-2023	Merger/Acquisition	Smith & Nephew (LON: SN.)	Surgical Devices	"Watford, United Kingdom"	
186558-22T	ADELYA	2005		0.28	13-Jan-2022	"Business/Productivity Software*, Media and Information Services (B2B)"	Information Technology	Software		3.36	"customer loyalty, customer relationship marketing, loyalty card, loyalty platform, marketing animation, nfc technology"	Marketing Tech	3.36	3.36	0.35	9.48	2.96	1.14		29-Apr-2022	Merger/Acquisition	Obiz (PAR: ALBIZ)(Alexander Thaveau)	Business/Productivity Software	France	
226641-43T	Adhezion Biomedical	2001		17.35		"Other Devices and Supplies, Surgical Devices*"	Healthcare	Healthcare Devices and Supplies		80.8	"medical adhesive product, medical device, medical device agency, surgical adhesives, surgical implants, therapeutic device, wound management"	HealthTech	80.8	80.8						23-Jun-2023	Merger/Acquisition	H.B. Fuller (NYS: FUL)	Surgical Devices	"Wyomissing, PA"	
166181-59T	Adjust	2012	500	292.13	03-Feb-2021	"Automation/Workflow Software, Business/Productivity Software*, Media and Information Services (B2B)"	Information Technology	Software		961.86	"advertisement tracking, advertising analytics, advertising development, business intelligence platform, conversion tracking, crm, customer relationship management, gaming analytics, mobile campaign, mobile marketing, mobile marketing performance, stores statistics"	"E-Commerce, Marketing Tech, SaaS"	967.82	967.82	-12.04	-80.36	75.62	12.8	-17.95	01-Apr-2021	Merger/Acquisition	AppLovin (NAS: APP)(Adam Foroughi)	Business/Productivity Software	"Berlin, Germany"	
232592-95T	Adlai Nortye (NAS: ANL)	2004		272.24	21-Dec-2022	"Biotechnology, Drug Discovery*"	Healthcare	Pharmaceuticals and Biotechnology			"biological medicine, cancer oncology, clinical stage pharma, drug development company, emerging therapy, oncolytic virus, pharmaceuticals platform"	"Life Sciences, Manufacturing, Oncology"	57.5	718.45	-120.02	-5.99	0		-122.65	29-Sep-2023	IPO		Drug Discovery	"North Brunswick Township, NJ"	
278008-30T	Adlumin	2016		77.03		Network Management Software*	Information Technology	Software		227.22	"compliance automation, compliance support, cyber security, data security, security information management, security operations"	Cybersecurity	227.22	227.22						20-Nov-2024	Merger/Acquisition	N-able Technologies (NYS: NABL)(John Pagliuca)	Network Management Software	"Washington, DC"	
227907-01T	AdMass	2020				"Business/Productivity Software, Media and Information Services (B2B)*"	Business Products and Services (B2B)	Commercial Services	Sampler	0.75	"advertising services, content promotion, content promotion agency, content promotion platform, marketing toolset, saas platform, saas platform company"	"AdTech, Marketing Tech, SaaS"	0.75	0.75						29-Jun-2023	Merger/Acquisition	Sampler(Marie Schwartz)	Media and Information Services (B2B)	"Toronto, Canada"	
167248-99T	AdMobilize	2012	26	9.41		"Business/Productivity Software*, Electronic Equipment and Instruments, Media and Information Services (B2B)"	Information Technology	Software		19.5	"advertising analytics, advertising platform, advertising technology, analytics platform, computer vision, customer relationship management, digital advertising, outdoor advertising"	"AdTech, Artificial Intelligence & Machine Learning, SaaS"	19.5	19.5						23-Feb-2021	Merger/Acquisition	Rokk3r(Nabyl Charania)	Business/Productivity Software	"Miami Lakes, FL"	
279339-31T	Adonis Minerals (CNQ: ADON)	2023		0.31	13-Nov-2024	"Other Metals, Minerals and Mining, Precious Metals and Minerals Mining*"	Materials and Resources	"Metals, Minerals and Mining"			"mineral exploration, mineral exploration company, mineral exploration company operator, mineral exploration firm, mineral properties, mineral properties development"		0.3	1.86			0		-0.23	12-Mar-2025	IPO		Precious Metals and Minerals Mining	"Vancouver, Canada"	
207387-10T	Adore Me	2011		53.5	01-Nov-2022	"Application Software, Clothing*, Internet Retail"	Consumer Products and Services (B2C)	Apparel and Accessories		559	"ecommerce retailer, fashion cloth, lingerie website, subscription-based, women undergarments, women's fashion"	"E-Commerce, Mobile"	559	559			250	2.24		30-Dec-2022	Merger/Acquisition	Victoria's Secret (NYS: VSXY)(Martin Waters)	Clothing	"New York, NY"	
216354-43T	AdPushup	2014		3.63		"Business/Productivity Software*, Media and Information Services (B2B)"	Information Technology	Software		70	"ad optimization platform, advertisement placement, content creator, crm, customer relationship management, optimization platform, placement platform, publishing software, revenue optimization, revenue optimization platform, testing platform"	"AdTech, SaaS"	70	70						02-Mar-2023	Merger/Acquisition	Geniee (TKS: 6562)	Business/Productivity Software	"Wilmington, DE"	
161223-40T	Adracare	2018		0.78	16-Dec-2020	Enterprise Systems (Healthcare)*	Healthcare	Healthcare Technology Systems		3.71	"clinical management solutions, patient engagement, patient engagement service, practice management solutions, telehealth software, telemedicine, telemedicine software, virtual care platform"	"HealthTech, LOHAS & Wellness"	3.71	3.71			1.49	2.49		04-Jan-2021	Merger/Acquisition	WELL Health Technologies (TSE: WELL)(Hamed Shahbazi)	Enterprise Systems (Healthcare)	"Toronto, Canada"	
